Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,folder_date
0.069380866,0.649700753,0.111778862,0.111813885,0.735862833,0.660009091,0.015882235,0.721047604,0.491931095,0.321677348,2024-01-23
0.206282534,0.641840834,0.590470685,0.676210327,0.031232007,0.114302352,0.125216096,0.466820253,0.941512785,0.8785298,2024-01-23
0.603536318,0.767962335,0.720399048,0.646706947,0.44842304,0.678260853,0.593414179,0.454610407,0.725586327,0.015586395,2024-01-23
0.810333596,0.754121085,0.743052498,0.715625756,0.882796522,0.648790393,0.976025386,0.367515194,0.90812922,0.267859275,2024-01-23
0.947044191,0.109182684,0.88392993,0.039141379,0.612209883,0.151607857,0.205189398,0.317184819,0.906008713,0.506942463,2024-01-23
0.522832706,0.115925778,0.603211297,0.078946117,0.615706239,0.509770108,0.03363222,0.935501129,0.497549722,0.9054662,2024-01-23
0.997891165,0.103750364,0.011995049,0.585438345,0.160802827,0.708717323,0.314651862,0.096808829,0.35584106,0.530689286,2024-01-23
0.661577574,0.944889766,0.383118021,0.443844938,0.528645884,0.696268759,0.808362916,0.507087012,0.364900193,0.68076683,2024-01-23
0.807207013,0.635480837,0.40656685,0.76409355,0.180716359,0.860020395,0.925483075,0.782542032,0.745368229,0.371894888,2024-01-23
0.562339353,0.650005976,0.586939942,0.131680516,0.295821273,0.538672338,0.985629558,0.964363036,0.708112168,0.098010269,2024-01-23
0.062244007,0.372215763,0.267295654,0.663972396,0.546749818,0.990301393,0.390582484,0.698801901,0.464957975,0.20299468,2024-01-23
0.428734564,0.777830854,0.464533037,0.740118315,0.859360571,0.216814904,0.197128703,0.556006105,0.100321229,0.168998237,2024-01-23
0.405979286,0.814613357,0.072334545,0.695508439,0.48283345,0.445373147,0.59744474,0.469438167,0.020204654,0.248611506,2024-01-23
0.810005763,0.395387973,0.368806327,0.3080619,0.852831702,0.729956129,0.800931371,0.511793257,0.416168587,0.965136577,2024-01-23
0.434295586,0.520373317,0.306761544,0.522296932,0.035983016,0.297553152,0.687219155,0.748271317,0.077879198,0.266125305,2024-01-23
0.43613991,0.643140195,0.485906223,0.372997999,0.181253505,0.44190275,0.150332181,0.627524256,0.562184573,0.759433029,2024-01-23
0.432479668,0.636698243,0.502525597,0.493582462,0.808766606,0.125553039,0.353799448,0.893715221,0.743972776,0.832782185,2024-01-23
0.805459901,0.299902566,0.829588026,0.619277443,0.287666509,0.888079826,0.677992457,0.639594953,0.022431468,0.824742735,2024-01-23
0.312315616,0.350117224,0.464275819,0.129757163,0.274109252,0.307064984,0.641306197,0.143877944,0.819707152,0.861632926,2024-01-23
0.435583487,0.593217183,0.543223152,0.968655333,0.58793922,0.534693299,0.269234051,0.824046226,0.71804576,0.349646551,2024-01-23
0.655375192,0.998544721,0.253737997,0.942801149,0.995546106,0.586211013,0.378522978,0.969434568,0.853774961,0.036818007,2024-01-23
0.828850651,0.767265228,0.787693284,0.152392418,0.632692888,0.967115798,0.877020959,0.710770919,0.396888659,0.965217756,2024-01-23
0.711562395,0.523132231,0.990365415,0.060045443,0.443209447,0.93399612,0.605427486,0.564517733,0.407701245,0.875889604,2024-01-23
0.443540792,0.959801907,0.722822312,0.233463986,0.690028036,0.722569201,0.827106373,0.373747962,0.360176831,0.92235411,2024-01-23
0.97928444,0.194104018,0.192514921,0.420484049,0.05811518,0.40404204,0.344677947,0.182020535,0.214835171,0.286754357,2024-01-23
0.275627986,0.654297178,0.017266611,0.659603419,0.50831723,0.282550273,0.415438426,0.740869882,0.902000295,0.82058876,2024-01-23
0.408684934,0.04413293,0.506686631,0.225504847,0.812001452,0.309332301,0.547052564,0.961024982,0.804342769,0.761587184,2024-01-23
0.435936827,0.277106187,0.694972144,0.540209369,0.644760367,0.941199868,0.121886452,0.401379119,0.971697562,0.348401111,2024-01-23
0.32245538,0.218366481,0.224078208,0.357205488,0.286232512,0.931640621,0.610520414,0.938945347,0.097053014,0.267259951,2024-01-23
0.241565674,0.453885208,0.049432162,0.013309642,0.609504549,0.803259977,0.638920608,0.565714031,0.39024542,0.595856684,2024-01-23
0.744518434,0.997034949,0.39610969,0.254980425,0.340760373,0.905033622,0.268733337,0.654822046,0.697169529,0.42647551,2024-01-23
0.857705319,0.338890384,0.345180711,0.261368838,0.870077131,0.597150049,0.186383828,0.109346588,0.496236611,0.386350501,2024-01-23
0.060632398,0.96693736,0.572467254,0.726528999,0.861814276,0.034857977,0.358598989,0.630370262,0.591905208,0.979218946,2024-01-23
0.365345108,0.470289773,0.077905071,0.302212068,0.800817801,0.458897922,0.316404341,0.79352882,0.938936814,0.102727731,2024-01-23
0.758051883,0.583394836,0.707888603,0.554808518,0.346183599,0.131371461,0.309534131,0.919135663,0.867976621,0.513576209,2024-01-23
0.995865888,0.108639569,0.699564808,0.248092518,0.709436635,0.709077897,0.783054289,0.256355623,0.344146289,0.82797759,2024-01-23
0.567245814,0.010256686,0.506116698,0.023104623,0.537532824,0.147934608,0.274626354,0.598100871,0.034930974,0.077703987,2024-01-23
0.886113185,0.196028879,0.214257306,0.237478129,0.030335437,0.904149,0.501291245,0.948612587,0.093790597,0.771444531,2024-01-23
0.465105142,0.255978682,0.021523629,0.671917921,0.571173445,0.956283248,0.015389637,0.379265323,0.324166871,0.380390874,2024-01-23
0.853630885,0.255801326,0.588091965,0.220304926,0.615008974,0.562979626,0.626553611,0.438281147,0.185653863,0.080063253,2024-01-23
0.961348653,0.02945208,0.912167758,0.649305942,0.050423791,0.23500473,0.046041266,0.162520665,0.807508213,0.452010331,2024-01-23
0.841361311,0.333056921,0.965610763,0.557420591,0.460517185,0.442625496,0.837780826,0.197500431,0.533695815,0.263754783,2024-01-23
0.11770745,0.723129369,0.893070218,0.935059535,0.72264081,0.45388272,0.211530498,0.449592966,0.430536775,0.342061897,2024-01-23
0.469523874,0.059762553,0.718166502,0.094125223,0.766601991,0.413620439,0.835859703,0.529882677,0.077391851,0.451547441,2024-01-23
0.74196133,0.337226772,0.228760716,0.376627104,0.278480887,0.627982432,0.057427865,0.320303852,0.498373182,0.033478677,2024-01-23
0.67063063,0.936541537,0.435940933,0.168079972,0.772755102,0.299606813,0.794820115,0.362527937,0.938649173,0.073068231,2024-01-23
0.377534227,0.304273932,0.920073802,0.266448808,0.800005251,0.724264229,0.627329711,0.881520895,0.024052857,0.695005603,2024-01-23
0.210551367,0.772732859,0.544151775,0.045648825,0.169069129,0.055522313,0.85354251,0.947535096,0.995005652,0.768154648,2024-01-23
0.621113859,0.620379219,0.621510491,0.618903024,0.807067625,0.170381408,0.844049689,0.330922601,0.58557277,0.534075738,2024-01-23
0.421809141,0.187184569,0.199488339,0.495090024,0.587016085,0.258696008,0.908691693,0.607783077,0.230441758,0.757264979,2024-01-23
0.17687302,0.096267993,0.36318629,0.6582466,0.891685124,0.369766576,0.13408868,0.64518216,0.254438224,0.92288399,2024-01-23
0.463743513,0.567258795,0.437983953,0.384740552,0.614382793,0.637251021,0.577074166,0.20237861,0.052103513,0.845934209,2024-01-23
0.116523666,0.751078959,0.048217735,0.076466666,0.227318628,0.157003681,0.225385883,0.848635589,0.334332746,0.065643483,2024-01-23
0.992782073,0.299050564,0.612819302,0.39633174,0.416026701,0.137971364,0.02593287,0.541150238,0.016464802,0.418954148,2024-01-23
0.720468496,0.159793745,0.418803425,0.001872819,0.647026845,0.163691818,0.003438797,0.625281545,0.479264667,0.607318772,2024-01-23
0.685731863,0.41511976,0.968694157,0.553928,0.837031212,0.772830794,0.7314174,0.502257793,0.396697588,0.762624676,2024-01-23
0.503114541,0.887176111,0.48241676,0.770501671,0.086277443,0.941068088,0.306439122,0.145543707,0.423253275,0.444925144,2024-01-23
0.820582797,0.310874094,0.103409655,0.540798277,0.954574973,0.75769007,0.561114274,0.837935144,0.433434762,0.719810533,2024-01-23
0.541769595,0.729822184,0.140415062,0.369540514,0.435277765,0.93926848,0.093979518,0.990272956,0.465131896,0.8621987,2024-01-23
0.83150632,0.208171191,0.623718298,0.658085419,0.567306112,0.450933549,0.898268772,0.570505473,0.660863423,0.463259688,2024-01-23
0.122596371,0.838375873,0.777570223,0.631614536,0.120343283,0.826673312,0.77312386,0.966668097,0.409027742,0.756795625,2024-01-23
0.602467174,0.831676512,0.212820116,0.606887428,0.575337337,0.087343496,0.643850147,0.416033857,0.342086192,0.127231243,2024-01-23
0.763259957,0.636959367,0.55986022,0.298079392,0.226577391,0.776075095,0.914744397,0.942993055,0.899113697,0.274455203,2024-01-23
0.193555095,0.351084542,0.398828325,0.265241863,0.280749875,0.997862452,0.481672023,0.251244316,0.71633742,0.834907222,2024-01-23
0.485768792,0.673437425,0.149229446,0.922614768,0.989983471,0.409682793,0.122556914,0.625332528,0.64496125,0.222116344,2024-01-23
0.608655094,0.204791931,0.220555926,0.230001828,0.04572472,0.413547007,0.672680412,0.67006799,0.31429147,0.550418456,2024-01-23
0.977841149,0.538602897,0.33457712,0.293435718,0.434261451,0.040384405,0.470089299,0.01785855,0.906974956,0.369970674,2024-01-23
0.080629953,0.752469422,0.470273268,0.957804986,0.967311307,0.079631043,0.680094016,0.927375707,0.108623095,0.528504108,2024-01-23
0.180598471,0.345365213,0.950695318,0.585684487,0.78007611,0.20262015,0.791304945,0.289004013,0.040566875,0.770128881,2024-01-23
0.062832349,0.308464367,0.552113815,0.933905939,0.745340171,0.883881729,0.95774169,0.06382408,0.909265022,0.313097245,2024-01-23
0.608341667,0.3237358,0.576295634,0.583359717,0.158455772,0.551092625,0.186959679,0.451325721,0.504569946,0.769146716,2024-01-23
0.46124372,0.266258651,0.424978867,0.852701721,0.047700722,0.349829306,0.194416735,0.424673584,0.700882801,0.942090405,2024-01-23
0.761806394,0.877004077,0.519302517,0.50800856,0.012017471,0.028297604,0.380959672,0.806451,0.875940156,0.474831962,2024-01-23
0.657366217,0.163228442,0.825315688,0.851406149,0.749347803,0.329439579,0.616738338,0.050784278,0.715823207,0.565066148,2024-01-23
0.213257022,0.556933714,0.682979779,0.690250144,0.78001411,0.273912315,0.616233942,0.139087949,0.066138795,0.723443443,2024-01-23
0.283464457,0.431635065,0.340651391,0.326142904,0.891149009,0.958646474,0.928894465,0.707338585,0.91953057,0.788783901,2024-01-23
0.85143484,0.328857672,0.038592879,0.874420862,0.28428971,0.151442088,0.185949141,0.899226328,0.256457571,0.471684765,2024-01-23
0.684322198,0.348843278,0.30851698,0.627318834,0.569572499,0.317853212,0.242977829,0.173068676,0.987380503,0.142119355,2024-01-23
0.635964544,0.934414795,0.740878043,0.855022901,0.025057835,0.296286299,0.19423445,0.492367817,0.73997517,0.588206357,2024-01-23
0.907312368,0.192665389,0.793261033,0.33069322,0.787189223,0.895248936,0.770253827,0.133016834,0.262127609,0.076914247,2024-01-23
0.964662215,0.746482402,0.531932607,0.498965882,0.831314153,0.436974319,0.724695801,0.341155571,0.663393733,0.939246275,2024-01-23
0.258224163,0.371207742,0.699741506,0.254193812,0.933140904,0.820549901,0.806563831,0.524478414,0.479738922,0.163266881,2024-01-23
0.721145612,0.116463831,0.841407939,0.979495238,0.419305072,0.690376646,0.806587139,0.564902155,0.434847888,0.802726751,2024-01-23
0.576300094,0.566038155,0.413331979,0.441195924,0.506487464,0.694029968,0.394127313,0.077451676,0.27789263,0.432867892,2024-01-23
0.384143574,0.563142796,0.692275992,0.467544956,0.364195039,0.528069798,0.561697621,0.328428499,0.981590306,0.654809516,2024-01-23
0.465245161,0.642146056,0.275646971,0.160049654,0.449709825,0.075884074,0.159162166,0.802509127,0.184937775,0.366431321,2024-01-23
0.58963077,0.120828113,0.120405225,0.394442436,0.805079169,0.827233292,0.432924115,0.956246726,0.215199897,0.478590938,2024-01-23
0.020093117,0.18289164,0.258428859,0.952768401,0.205923965,0.487166933,0.081333175,0.635992747,0.953462369,0.585799372,2024-01-23
0.052109205,0.508263809,0.85166065,0.468130103,0.278844912,0.072211976,0.16409342,0.593263992,0.814669005,0.117806875,2024-01-23
0.720422765,0.575973676,0.212802852,0.869121579,0.91318307,0.132077203,0.644265029,0.862836826,0.69424331,0.692857216,2024-01-23
0.552940119,0.041497254,0.235837796,0.963342835,0.233069881,0.358860958,0.174410601,0.197797775,0.843643218,0.516397071,2024-01-23
0.186360818,0.250037853,0.848766676,0.088135169,0.553081732,0.702361634,0.045722137,0.940439712,0.237361817,0.346127857,2024-01-23
0.298436716,0.535832068,0.746979694,0.773079598,0.399442507,0.579368481,0.7384529,0.945047743,0.540966388,0.235005371,2024-01-23
0.4309444,0.005352766,0.909146135,0.809714933,0.405907937,0.51543824,0.730895174,0.924536458,0.593466833,0.881024805,2024-01-23
0.722578673,0.27947062,0.647008005,0.841682147,0.075755664,0.229067836,0.498043218,0.100550897,0.184460343,0.119307022,2024-01-23
0.509425412,0.486664904,0.37502775,0.122611927,0.354181091,0.67331561,0.966396041,0.145350837,0.441292958,0.102634657,2024-01-23
0.393009148,0.356450969,0.643270642,0.681586232,0.260072241,0.970531452,0.792440763,0.522130129,0.799794093,0.642553417,2024-01-23
0.282230278,0.80236288,0.762496042,0.401803685,0.119836473,0.298065755,0.713208153,0.351641345,0.879218404,0.430946359,2024-01-23
0.710222297,0.03977132,0.840243872,0.131297906,0.98354457,0.570966373,0.5839863,0.987045917,0.72265067,0.130152054,2024-01-23
0.412103601,0.817500546,0.645743624,0.471174378,0.927507777,0.424747238,0.52326808,0.162763647,0.920540557,0.664628685,2024-01-23
0.24800606,0.472743568,0.533574832,0.838342538,0.662487641,0.954136478,0.810735765,0.484074768,0.232057178,0.046694357,2024-01-23
0.820574772,0.523764631,0.513568601,0.878156305,0.779078378,0.842967587,0.779357016,0.76777305,0.086316606,0.765237689,2024-01-23
0.227526743,0.976537385,0.13835996,0.447270927,0.551358677,0.623360558,0.577796196,0.245680785,0.70679832,0.921262639,2024-01-23
0.051405596,0.127638113,0.552545995,0.805859701,0.904133414,0.794457767,0.105759821,0.708787697,0.678229624,0.768381626,2024-01-23
0.729977378,0.133129523,0.81841494,0.892492679,0.848458235,0.233692181,0.508261207,0.278595509,0.90048963,0.259308356,2024-01-23
0.782051007,0.827439975,0.74643032,0.880535744,0.028444733,0.142370052,0.262351987,0.206750254,0.744493872,0.691945268,2024-01-23
0.580566237,0.000301283,0.150229573,0.522774125,0.688647202,0.765908453,0.543864816,0.598339197,0.216798003,0.418127143,2024-01-23
0.681379395,0.376380793,0.195614955,0.236454384,0.800593035,0.935894799,0.444711771,0.672998564,0.50934204,0.594541457,2024-01-23
0.764757816,0.278586299,0.780119678,0.436549201,0.735421571,0.837153548,0.958728297,0.987230585,0.828728922,0.255294564,2024-01-23
0.733823602,0.040135285,0.179314748,0.148179304,0.34345742,0.504355559,0.137510831,0.911626016,0.743951745,0.962215272,2024-01-23
0.084971859,0.727760974,0.42040857,0.000941424,0.494319604,0.177595241,0.346930024,0.413332231,0.227523574,0.853096785,2024-01-23
0.862696379,0.572194669,0.832917205,0.817707241,0.521360542,0.46009188,0.185979878,0.224460176,0.549433796,0.123264703,2024-01-23
0.868143707,0.600627075,0.937202652,0.895274907,0.473231915,0.505721859,0.339687317,0.566225524,0.857623967,0.951345345,2024-01-23
0.859691225,0.71426934,0.859146591,0.827201647,0.341518126,0.704398245,0.091754319,0.981422723,0.059953648,0.222108276,2024-01-23
0.52776783,0.476447839,0.318598369,0.564449964,0.632214823,0.221587633,0.998554467,0.424426589,0.135289625,0.591793966,2024-01-23
0.277541925,0.207727971,0.293865815,0.127943702,0.446853132,0.804043927,0.264046754,0.776518083,0.808772912,0.806680016,2024-01-23
0.208786155,0.150852828,0.964996509,0.351972138,0.887649736,0.722515857,0.171160543,0.746058672,0.023260648,0.84316584,2024-01-23
0.769947598,0.941364114,0.769535612,0.472711487,0.657866378,0.300778284,0.940796713,0.997015875,0.59168055,0.7117949,2024-01-23
0.063022018,0.370406913,0.00502764,0.270268904,0.777829392,0.172670471,0.662739374,0.406720352,0.698356536,0.178859345,2024-01-23
0.323628958,0.482584651,0.650166902,0.058204214,0.047733921,0.49921142,0.758099902,0.837112414,0.476135699,0.44279728,2024-01-23
0.075124296,0.536469313,0.089649736,0.696275383,0.037560113,0.190682281,0.507489542,0.467331455,0.074816168,0.389477119,2024-01-23
0.905879534,0.067291124,0.096284291,0.010260889,0.482991329,0.013553223,0.813847789,0.281911994,0.264258924,0.472312354,2024-01-23
0.510172436,0.006127638,0.787053472,0.219799373,0.295535463,0.447943384,0.618049721,0.70146183,0.363693002,0.389599591,2024-01-23
0.032287603,0.041780611,0.352494086,0.895104955,0.844119132,0.019374764,0.512130582,0.800536988,0.726281865,0.804387646,2024-01-23
0.594989598,0.942088388,0.014080718,0.415402641,0.24242144,0.186959679,0.121115156,0.27363915,0.35944895,0.250788682,2024-01-23
0.548844969,0.513068704,0.497283211,0.609134574,0.647961866,0.614016921,0.891715808,0.588129861,0.729645452,0.158345744,2024-01-23
0.229559419,0.340442884,0.505939208,0.681809227,0.725110307,0.954306755,0.923965247,0.590690177,0.223862497,0.679822262,2024-01-23
0.648006136,0.696890919,0.592636278,0.814486522,0.936081078,0.237589634,0.512413215,0.265247611,0.254660844,0.915751029,2024-01-23
0.88717404,0.495259579,0.898503723,0.545989043,0.73693185,0.822864038,0.958150604,0.97982084,0.750446906,0.413288202,2024-01-23
0.879418547,0.568981014,0.168473243,0.627213185,0.649607623,0.92140392,0.555281322,0.877662527,0.971984086,0.352197224,2024-01-23
0.917711565,0.042804519,0.150424251,0.724238152,0.978632527,0.485202937,0.497840907,0.701238039,0.54399022,0.031256837,2024-01-23
0.110928465,0.812222083,0.331483178,0.324575112,0.423978665,0.665837013,0.666316079,0.303913532,0.087986045,0.282163182,2024-01-23
0.559574189,0.674273991,0.27287014,0.663915676,0.797639288,0.90913436,0.433242621,0.583998633,0.311538685,0.874299374,2024-01-23
0.076325637,0.036101573,0.659312286,0.026485563,0.229569807,0.284596439,0.943115374,0.441667057,0.11231444,0.695618495,2024-01-23
0.288728429,0.932495724,0.688624338,0.26768924,0.596634255,0.131258194,0.583627709,0.019588644,0.217110051,0.291522732,2024-01-23
0.543566864,0.910658548,0.612175976,0.955318647,0.527162543,0.908161435,0.915376799,0.585082697,0.905025042,0.245620684,2024-01-23
0.093421411,0.912720627,0.33165297,0.739759137,0.637029167,0.59398161,0.881847688,0.196512865,0.295864598,0.773514259,2024-01-23
0.426164007,0.433885025,0.398054072,0.25458689,0.324958619,0.968109588,0.807718378,0.053384387,0.35034881,0.464315655,2024-01-23
0.911337284,0.087148221,0.554745012,0.587539988,0.586372204,0.122150431,0.648266911,0.48454024,0.924333527,0.076591913,2024-01-23
0.676527101,0.942224196,0.758840198,0.076171476,0.161273925,0.77839922,0.475246966,0.677458455,0.827825921,0.257591034,2024-01-23
0.963720919,0.356933479,0.346155983,0.450400351,0.633942378,0.62493433,0.556204841,0.570146426,0.62645808,0.60237275,2024-01-23
0.812675198,0.64673865,0.072566421,0.960962121,0.964376329,0.206422516,0.50769844,0.737579036,0.041406093,0.5368547,2024-01-23
0.169612399,0.556847064,0.361000193,0.215076605,0.650469805,0.409086356,0.841773524,0.792020914,0.677700774,0.980870301,2024-01-23
0.673618924,0.866045969,0.129721148,0.05553556,0.573042436,0.074084371,0.178804992,0.801089632,0.365211658,0.514181682,2024-01-23
0.485223346,0.065832086,0.661349259,0.502632866,0.859252223,0.181913547,0.333619251,0.953331748,0.833695547,0.748916831,2024-01-23
0.933691923,0.491531303,0.416822313,0.424925596,0.744990365,0.322536784,0.329778891,0.937672382,0.973891804,0.793028303,2024-01-23
0.965245261,0.014571361,0.47406537,0.881411715,0.880013704,0.430890223,0.084343551,0.889214437,0.314242793,0.910980778,2024-01-23
0.413044247,0.779674214,0.327308372,0.69635448,0.542932349,0.451481511,0.469203421,0.453736779,0.477774499,0.625894137,2024-01-23
0.454953603,0.630647146,0.779433473,0.096614837,0.950552884,0.614640726,0.275866171,0.149366151,0.345311235,0.217922021,2024-01-23
0.579569955,0.727692118,0.468968701,0.120387023,0.126123602,0.226792259,0.906029834,0.411999368,0.339053772,0.686738371,2024-01-23
0.50727138,0.20894773,0.953537155,0.170618269,0.105588703,0.92335152,0.939773691,0.844991092,0.890681659,0.618306975,2024-01-23
0.322759746,0.465107825,0.062270821,0.393049739,0.016481108,0.105215205,0.576982427,0.775874776,0.458184139,0.641255729,2024-01-23
0.05167072,0.040820092,0.983153882,0.581333878,0.763096357,0.979196392,0.514670291,0.627065171,0.486712486,0.411336457,2024-01-23
0.617656215,0.792910391,0.246854345,0.100831807,0.171468414,0.819596511,0.835505111,0.585072573,0.561716192,0.040215036,2024-01-23
0.619277169,0.592123075,0.617095546,0.968598038,0.087811946,0.188622198,0.364420716,0.405597067,0.107673713,0.192472792,2024-01-23
0.249175574,0.09477728,0.822998194,0.610049606,0.211722191,0.89775888,0.284327131,0.409865773,0.749135787,0.384748572,2024-01-23
0.685085415,0.908150935,0.916113771,0.897411328,0.819577114,0.323961062,0.410706458,0.81296518,0.68166578,0.496467586,2024-01-23
0.241965137,0.383300374,0.360885575,0.855995501,0.002900603,0.040040487,0.775836189,0.27808388,0.260545116,0.286863048,2024-01-23
0.516635707,0.690694995,0.837740356,0.641298288,0.932075558,0.773177957,0.648446899,0.670837546,0.38157997,0.108644594,2024-01-23
0.181339197,0.584388324,0.868137619,0.049347559,0.922992094,0.440198363,0.973899649,0.512959666,0.08563262,0.861545301,2024-01-23
0.541899615,0.349141015,0.991780486,0.722534115,0.035870843,0.504709934,0.197560236,0.181183943,0.427582707,0.922794522,2024-01-23
0.223257861,0.280704383,0.318583452,0.913249921,0.232135301,0.12604172,0.818488216,0.820551008,0.653080031,0.756907825,2024-01-23
0.189715491,0.669218957,0.514754226,0.583673943,0.48715408,0.048602267,0.815321561,0.543043517,0.177190506,0.705541991,2024-01-23
0.061194079,0.223958641,0.049597834,0.868050964,0.531570024,0.568030133,0.677437064,0.627605907,0.91449857,0.279992145,2024-01-23
0.812874214,0.296570869,0.29741885,0.932244378,0.052259142,0.665907419,0.052227802,0.120915481,0.107021941,0.096295525,2024-01-23
0.64950102,0.407784976,0.828960725,0.167142673,0.009375784,0.743142285,0.034898463,0.610451334,0.721763626,0.257811542,2024-01-23
0.400899235,0.538343585,0.871873055,0.543865252,0.40146335,0.545940845,0.94828977,0.022790945,0.871918593,0.841155644,2024-01-23
0.702798934,0.653307228,0.771243761,0.778183053,0.845656611,0.656426038,0.736627685,0.883788351,0.410623744,0.755178257,2024-01-23
0.011518442,0.130228925,0.394235818,0.847640817,0.943473155,0.850710817,0.873849901,0.080258273,0.347625592,0.972785469,2024-01-23
